Moisture,Sugar_Content,pH,Density,Sucrose,Ash_Content,Electrical_Conductivity,Is_Adulterated,Sugar_Moisture_Ratio,Density_Index,pH_Sweetness,Conductivity_per_Sugar,Ash_Moisture_Ratio,Purity_Score,Sucrose_Ratio,Moisture_Deficit
18.9926419015578,61.92425372283583,4.142140461449261,1.4250838683205804,11.444197606889018,0.4043722465581419,1.0251468880050598,0.0,3.2604339113957983,88.24725503820399,2.5649895689040836,0.016554852256090474,0.021290995147177222,0.5734141748634561,0.18480961390834047,0.9926419015577999
28.21142890255866,73.34083031610746,4.0891236766592,1.461037605185498,16.110592262706728,0.4498583258437622,0.3827215888419744,0.0,2.599685062724907,107.15371108736161,2.998997257114398,0.0052183972007680155,0.015945960319754024,0.5661962461400218,0.21966743454636087,10.211428902558659
34.10597654925677,77.53872115348352,4.850636281772817,1.200952751311875,15.205616986505278,0.6670920141252428,1.327732660529,1.0,2.27346433084829,93.12034050248032,3.761121340693526,0.01712347874267038,0.01955938758011548,0.2575235748953378,0.1961035282011305,16.105976549256773
23.671998095025888,85.13099999817095,5.256607206477993,1.277328573700871,3.086459094828536,0.3738025000541385,0.977706922743476,1.0,3.5962743684091127,108.74025880539256,4.475002280850634,0.01148473424815576,0.015790914588350035,0.5440428714965859,0.03625540706252061,5.671998095025888
24.745631110815243,82.52623633909995,7.377774233288866,1.1410981710821035,2.993496900132063,0.6757003203429377,0.3622252428018883,1.0,3.3349820810604145,94.17053735283639,6.08859940032919,0.004389213109444289,0.02730584309274773,0.37336559526891644,0.036273274980801525,6.745631110815243
15.495912325379242,77.08106773474296,5.933833744704669,1.4715208092685987,5.370805611220817,0.2302366256567141,1.4491563775996292,0.0,4.974283934770295,113.42639517231663,4.5738624080228405,0.0188004188497512,0.014857894186690253,0.7900923036522518,0.06967736305918679,2.5040876746207577
13.929337794691191,78.15285006457128,4.819063432821944,1.4927652475395656,7.227883779557333,0.6227751092089195,0.849793375502683,0.0,5.610665145500113,116.6638585725623,3.7662354191699157,0.010873478880515422,0.04470959914880335,0.8422219354632391,0.09248394244229845,4.070662205308809
30.68107988371896,78.85163264917055,5.773167054217531,1.3482009945465037,8.175027072355567,0.6631021508411998,0.2484129100267342,1.0,2.570040981217662,106.30784955922731,4.5522364778145485,0.0031503838098267136,0.02161273831802373,0.46282558975486926,0.10367606470562403,12.681079883718962
22.61784018789134,63.989376283493954,3.435318167231787,1.4254657765270498,13.597147364498571,0.2836360621172831,0.9962244209603408,0.0,2.8291550277091106,91.21466595343229,2.198238668565176,0.015568590651331697,0.012540369007874155,0.5377578843378399,0.21249069676453866,4.617840187891339
24.329161244736728,71.6615988365805,4.955256297224183,1.2450323817447213,1.1430418389950496,0.4252975234521542,0.4918185244672938,0.0,2.945502235597352,89.22101107914256,3.5510158890411874,0.00686306928102154,0.017480977629023745,0.39577459088003947,0.015950548712304505,6.329161244736728
