Moisture,Sugar_Content,pH,Density,Moisture_Deficit,pH_Sweetness,Sugar_Moisture_Ratio,Conductivity_per_Sugar,Purity_Score,Density_Index,Is_Adulterated
18.9926419015578,61.92425372283583,4.142140461449261,1.4250838683205804,0.9926419015578,2.564989568904084,3.2604339113957983,0.0165548522560904,0.5734141748634561,88.24725503820399,0.0
28.21142890255866,73.34083031610746,4.0891236766592,1.461037605185498,10.21142890255866,2.998997257114398,2.599685062724907,0.005218397200768,0.5661962461400218,107.1537110873616,0.0
34.10597654925677,77.53872115348352,4.850636281772817,1.200952751311875,16.105976549256773,3.761121340693526,2.27346433084829,0.0171234787426703,0.2575235748953378,93.12034050248032,1.0
23.671998095025888,85.13099999817095,5.256607206477993,1.277328573700871,5.671998095025888,4.475002280850634,3.5962743684091127,0.0114847342481557,0.5440428714965859,108.74025880539256,1.0
24.745631110815243,82.52623633909995,7.377774233288866,1.1410981710821035,6.745631110815243,6.08859940032919,3.3349820810604145,0.0043892131094442,0.3733655952689164,94.1705373528364,1.0
15.495912325379242,77.08106773474296,5.933833744704669,1.4715208092685987,2.5040876746207577,4.5738624080228405,4.974283934770295,0.0188004188497512,0.7900923036522518,113.42639517231665,0.0
13.929337794691191,78.15285006457128,4.819063432821944,1.4927652475395656,4.070662205308809,3.766235419169916,5.610665145500113,0.0108734788805154,0.8422219354632391,116.6638585725623,0.0
30.68107988371896,78.85163264917055,5.773167054217531,1.3482009945465037,12.681079883718962,4.5522364778145485,2.570040981217662,0.0031503838098267,0.4628255897548692,106.30784955922732,1.0
22.61784018789134,63.989376283493954,3.435318167231787,1.4254657765270498,4.617840187891339,2.198238668565176,2.82915502770911,0.0155685906513316,0.5377578843378399,91.21466595343227,0.0
24.329161244736728,71.6615988365805,4.955256297224183,1.2450323817447213,6.329161244736728,3.551015889041188,2.945502235597352,0.0068630692810215,0.3957745908800394,89.22101107914256,0.0
13.359207362877989,63.07870213822727,3.321008960659817,1.3891690128724332,4.640792637122011,2.094849350278443,4.721739877584935,0.0195784963639483,0.628580851085746,87.62697838263541,0.0
28.518557634591907,87.60537625589271,3.425551532439276,1.3134134914226667,10.518557634591907,3.000967308832926,3.0718726163636965,0.0143148724267379,0.529218167104916,115.06208309564845,0.0
26.319082252806748,86.20989886997162,6.463174832039879,1.318965213861421,8.319082252806748,5.571896486491038,3.2755662998385118,0.0170697209093542,0.5554297374160919,113.7078577000036,0.0
16.39742577085242,57.26165796379219,3.701283336023343,1.3323579660011835,1.6025742291475815,2.119416204144524,3.492112650119681,0.0144516222871981,0.4824056805379483,76.29302613449363,0.0
15.90919947531361,78.57840552050203,5.116714456190781,1.410174810224387,2.09080052468639,4.020632634711742,4.939180355518992,0.0097252135983828,0.7354388947126811,110.80928809260888,0.0
31.73002738390912,91.94593491070988,5.91097214381162,1.272425383715467,13.73002738390912,5.434898599939224,2.897757817799343,0.012694330160348,0.4767613627405477,116.99434150983738,1.0
17.867875887352604,61.77841104407467,4.450435974531834,1.442482724671181,0.1321241126473964,2.749408629599647,3.457512881416599,0.0053228203053681,0.6056967471479201,89.11429068871303,0.0
20.13801346438069,83.41260473757639,5.311149705931969,1.2307895374544104,2.138013464380691,4.430168311229984,4.142047321852935,0.010649900404928,0.5355665546245222,102.6633612028292,1.0
25.452716860539,89.20346533180322,6.257556367299505,1.243374896233804,7.452716860538999,5.5819571247220585,3.504673619738455,0.0099484279778515,0.5170916380788262,110.91334945062655,1.0
27.130386015213027,78.05316329081568,7.134345590957104,1.112289630905357,9.130386015213029,5.568582413840857,2.876964715763658,0.0034692855600972,0.2749476728831723,86.81772418773693,1.0
22.78964631555808,78.31744855189888,6.668219963168781,1.3128699141318847,4.78964631555808,5.222379738982161,3.4365363756625293,0.0091202984714281,0.5378195993356822,102.82062195535978,0.0
29.70833425096783,75.80650479441901,6.460969429216862,1.2932184840954632,11.70833425096783,4.897835100125227,2.5516915271663003,0.0171744425418639,0.3984503600391282,98.03437321481402,1.0
17.67431437656349,85.58067825204897,6.572560863319131,1.4287787261343514,0.3256856234365095,5.624842165357237,4.842093244959518,0.0152582031494162,0.7838455932791769,122.27585245467633,0.0
23.34883101604041,84.46426373768797,7.1008231284915375,1.3395819216203468,5.34883101604041,5.997657974795838,3.6174943267892887,0.0033620235554464,0.604879918889992,113.14680072597984,1.0
20.29711974747257,86.21652765162989,4.707655948666981,1.2464098402825474,2.2971197474725717,4.058777492726067,4.247722274110626,0.0031603359120446,0.5709357642658267,107.46112845998384,0.0
23.70809110608316,91.02743070927274,5.0919419117281794,1.192865834833618,5.70809110608316,4.6350638954547865,3.8395090647309176,0.0055438111839115,0.5069316404473552,108.58351212577594,1.0
28.15393362366938,80.76304271554807,6.614733398194009,1.131592535486751,10.15393362366938,5.342259959903052,2.868623752371481,0.0164794951158046,0.3007060883015118,91.39085628011182,1.0
21.227751014617787,83.02558075312226,6.732669525790088,1.416102975216582,3.2277510146177875,5.589837973975703,3.911181203131195,0.0039026343809634,0.6996739899482536,117.572771923581,0.0
22.47863310179268,66.21121514378419,4.123508224799292,1.42472895311349,4.478633101792681,2.7302249021934952,2.9455178543976417,0.0169457042007887,0.5566744172352788,94.33303523617568,0.0
13.743206603519964,82.52529517282167,5.555028565306668,1.4133618245549155,4.256793396480036,4.584303720453889,6.004806414806059,0.003472554474419,0.8012252176035238,116.6381017573922,0.0
22.72071763042301,57.18424431089576,3.913151477935065,1.2877077202982368,4.72071763042301,2.237706101397816,2.516832665281933,0.0173340768453001,0.3462785729705677,73.63659287856099,0.0
15.728385978996664,75.08063611142569,5.235188916457796,1.3513168205896613,2.2716140210033355,3.930613140111367,4.773575382222098,0.008400179834314,0.6521946486104299,101.45772647794108,0.0
25.92162975157524,81.10826997085502,7.247829011862157,1.1101272932353303,7.921629751575239,5.878588721967112,3.128980343758136,0.0149803939285122,0.3145349776897206,90.0405042017457,1.0
31.2235820927135,83.21009642696713,5.82368900727515,1.3121044316076278,13.2235820927135,4.845897238560337,2.66497598449428,0.0055940579365718,0.453933156728653,109.1803362763216,1.0
