Moisture,Sugar_Content,pH,Density,Sucrose,Ash_Content,Electrical_Conductivity,Is_Adulterated
18.9926419015578,61.92425372283583,4.142140461449261,1.4250838683205804,11.444197606889018,0.40437224655814197,1.0251468880050598,0.0
28.21142890255866,73.34083031610746,4.0891236766592,1.461037605185498,16.110592262706728,0.44985832584376223,0.3827215888419744,0.0
34.161421788955465,77.53872115348352,4.850636281772817,1.200952751311875,15.205616986505278,0.6670920141252428,1.327732660529,1.0
23.671998095025888,85.13099999817095,5.256607206477993,1.277328573700871,3.0864590948285353,0.3738025000541385,0.9777069227434761,1.0
24.745631110815243,82.52623633909995,7.486812605410518,1.1410981710821035,2.993496900132063,0.6757003203429377,0.3622252428018883,1.0
15.495912325379242,77.08106773474296,5.933833744704669,1.4715208092685987,5.370805611220817,0.23023662565671416,1.4491563775996292,0.0
13.929337794691191,78.15285006457128,4.8190634328219435,1.4927652475395656,7.227883779557333,0.6227751092089195,0.849793375502683,0.0
30.681079883718958,78.85163264917055,5.773167054217531,1.3482009945465037,8.175027072355567,0.6631021508411998,0.24841291002673427,1.0
22.61784018789134,63.989376283493954,3.435318167231787,1.4254657765270498,13.597147364498571,0.2836360621172831,0.9962244209603408,0.0
24.329161244736728,71.6615988365805,4.955256297224183,1.2450323817447213,1.1430418389950496,0.42529752345215427,0.4918185244672938,0.0
13.32935190873284,63.07870213822727,3.3210089606598174,1.3891690128724332,0.703107357479067,0.27433487155828373,1.2349861600343583,0.0
28.518557634591907,87.60537625589271,3.4255515324392762,1.3134134914226667,7.84429215324874,0.5827643535267042,1.2540597993143574,0.0
26.319082252806748,86.20989886997162,6.463174832039879,1.318965213861421,13.946302205838228,0.4851482277951444,1.4715789304037936,0.0
16.39742577085242,57.26165796379219,3.7012833360233426,1.3323579660011835,3.876772505700086,0.542134307623743,0.8275238668830801,0.0
15.90919947531361,78.57840552050203,5.116714456190781,1.410174810224387,12.83367458031247,0.2919975711650404,0.7641917876324452,0.0
31.73002738390912,91.94593491070988,5.91097214381162,1.2724253837154673,5.203964477426585,0.3006951413698791,1.1671920673527487,1.0
17.867875887352604,61.77841104407467,4.450435974531834,1.4424827246711813,17.722861315182193,0.2036534755406466,0.3288353860616009,0.0
20.13801346438069,83.41260473757639,5.311149705931969,1.2307895374544104,17.914841985889666,0.3635784950615659,0.8883359436207178,1.0
25.452716860539,89.20346533180322,6.257556367299505,1.243374896233804,5.952771213583715,0.49905445696019474,0.8874342601766488,1.0
27.130386015213027,78.05316329081568,7.134345590957104,1.112289630905357,4.607575141725177,0.6690229009784774,0.27078871579402275,1.0
22.789646315558073,78.31744855189888,6.668219963168781,1.3128699141318847,8.231966401603962,0.560148645051448,0.7142785154343334,0.0
29.70833425096783,75.80650479441901,6.460969429216862,1.2932184840954632,4.818226387751173,0.42817590433785835,1.3019344780657227,1.0
17.67431437656349,85.58067825204897,6.572560863319131,1.4287787261343514,13.450953027401155,0.7232784652046587,1.3058073896927913,0.0
23.348831016040414,84.46426373768797,7.1008231284915375,1.3395819216203468,16.52303304412023,0.5899697643282242,0.2839708476415693,1.0
20.297119747472575,86.21652765162989,4.707655948666981,1.2464098402825474,13.465111696915226,0.7101941656316535,0.2724731917095716,0.0
23.708091106083153,91.02743070927274,5.0919419117281794,1.192865834833618,16.488765440514495,0.48072514476513445,0.5046388939526126,1.0
28.15393362366938,80.76304271554807,6.614733398194009,1.1315925354867513,7.945873322527407,0.32757543663208954,1.3309341844478912,1.0
21.227751014617787,83.02558075312226,6.732669525790088,1.416102975216582,3.134776244470128,0.21011121122789153,0.32401848984922355,0.0
22.47863310179268,66.21121514378419,4.123508224799292,1.42472895311349,14.761639438477866,0.5938683653457948,1.1219956835470524,0.0
13.743206603519964,82.52529517282167,5.555028565306668,1.4133618245549155,7.215885357779661,0.24914270886315446,0.2865735864776894,0.0
22.720717630423014,57.184244310895764,3.9131514779350645,1.2877077202982368,13.428703796330357,0.3525818231150213,0.9912361025595643,0.0
