Moisture,Sugar_Content,pH,Density,Sucrose,Ash_Content,Electrical_Conductivity,Is_Adulterated
17.49080237694725,75.73981452276168,5.160803771842186,1.4617225286136224,0.08803218007572555,0.7299983109899704,1.0597392210151708,0
29.01428612819832,86.24445481849938,5.061849013239383,1.2320130279063746,0.0066031851895287375,0.18451199559871156,0.7545993471533844,1
24.6398788362281,84.20724184055716,3.287262595990073,1.2969319245814956,9.445269215904306,0.3466396943698862,0.17798965397079378,1
21.973169683940732,56.92549571121982,5.7677172147174005,1.5094717385917003,0.585874100107413,0.6632806368578182,1.38591421096397,1
13.12037280884873,56.71622613836632,4.705416606470459,1.4114743414715278,19.49065107324749,0.48208934452447993,1.4724607860269334,1
13.119890406724053,62.0678465485211,4.0911765634070525,1.571187624714818,4.441303490827839,0.7385710386348938,0.7034607812965689,0
11.16167224336399,66.24836268534668,5.2696157504859205,1.3715005633365418,9.453294587296895,0.9612079012228597,0.9591251303730579,0
27.323522915498703,68.38050116338172,3.772096375204902,1.5479249463255693,1.2227526002444722,0.1165466877151975,0.7304180767412454,1
22.022300234864176,80.58637475750054,5.080529511138961,1.379582174991295,10.440968323425171,0.7095677163980609,0.5506315112405687,1
24.16145155592091,52.550619447462594,3.119133622716742,1.5916993114807942,7.59912250294817,0.23034415563211452,0.2082463100009307,1
10.411689885916049,51.56027169017299,5.518224112827816,1.5839337525595507,0.8932005775444751,0.41447672740756925,0.7384948225562183,1
29.398197043239886,67.63597533247591,4.344512541063955,1.3316546822224322,6.7024853339244945,0.032862725795139824,1.2457383789032321,1
26.648852816008436,81.37236614620912,4.910078743073825,1.5543694681667213,7.828720404457112,0.13590738229269894,0.123844045523205,1
14.246782213565524,58.704590433041716,3.663713459420051,1.5390445496862597,19.7984298254988,0.3197772890488997,0.9149507564523112,1
13.636499344142013,78.86770165653132,5.0312211379753435,1.284272158931025,4.157717438387509,0.34198580528798495,1.3330809522173643,0
13.668090197068675,61.69226620731348,5.31672082767983,1.449716160313308,10.895592307401994,0.8995852164620958,0.40456920202010116,1
16.084844859190753,89.87387489660824,4.419639560653196,1.229072926235926,19.746310983972574,0.7418129092665151,0.35655821056468706,1
20.495128632644757,90.30604749199775,4.853180772185382,1.5346842882333847,15.840384158802703,0.9721829681870411,1.1811872759827204,1
18.638900372842315,63.37792419265969,4.368977771467195,1.2698183534013987,19.86735001764178,0.5990715103352405,0.4571210035670106,1
15.824582803960839,60.34971892834582,5.682274107773536,1.2283258805543058,19.365966293203385,0.24171373209131797,0.3687779745849078,1
22.237057894447588,68.50867874298041,4.493607541542957,1.3600876382155245,9.790790841883085,0.32765502992164286,0.629184950796929,1
12.789877213040837,60.823921333106696,5.525426127086456,1.4307688554398574,13.927516997411315,0.3198359232919671,0.649502817178305,1
15.842892970704362,80.25727294812667,5.404056174810746,1.5419667834239084,2.208862538823022,0.3264943276632516,1.3237414882231924,0
17.327236865873836,87.17291080467285,4.23151446404507,1.5896970102086947,8.822976500936036,0.6729641731118157,0.9658208607071476,0
19.12139968434072,80.28914589100476,3.6902534755724252,1.3757970050279456,16.18037084533395,0.5308079280904162,0.668346038875425,1
25.703519227860273,87.09577012622073,4.218246397679313,1.224178769194108,10.106706419542867,0.3854241780866443,0.8481431500000736,1
13.993475643167194,67.86464729933634,5.4786521273256605,1.4996462316103483,14.053980656344638,0.1490897687287166,1.4355513266553839,1
20.284688768272233,57.034263681898736,3.682897607458177,1.426069302489575,14.91502659968554,0.022139162942145907,0.2585005472538535,1
21.848291377240848,83.20779263289165,4.573309037573248,1.3791565379377853,5.069382824857877,0.2188346775876926,0.390801730414568,0
10.929008254399955,66.22135273136993,5.418290243882242,1.323707551516876,17.51398745885131,0.10747140396868127,1.4475401892211774,1
